model,id,title,authors
book.bookmodel,1337,Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden
book.bookmodel,1338,The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald
book.bookmodel,1339,The Great Gatsby,F. Scott Fitzgerald/Tim Robbins
book.bookmodel,1340,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby
book.bookmodel,1341,Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes
book.bookmodel,1342,The Great Gatsby,F. Scott Fitzgerald
book.bookmodel,1343,Limitations (Kindle County Legal Thriller #7),Scott Turow
book.bookmodel,1344,Reversible Errors (Kindle County Legal Thriller #6),Scott Turow
book.bookmodel,1345,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow
book.bookmodel,1346,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow
book.bookmodel,1347,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow
book.bookmodel,1348,Ultimate Punishment,Scott Turow
book.bookmodel,1349,The Physician (Cole Family Trilogy  #1),Noah Gordon
book.bookmodel,1350,Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić
book.bookmodel,1351,The Rabbi,Noah Gordon
book.bookmodel,1352,The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić
book.bookmodel,1353,The Frequencies,Noah Eli Gordon
book.bookmodel,1354,Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo
book.bookmodel,1355,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon
book.bookmodel,1356,Ocean Star Express,Mark Haddon/Peter   Sutton
book.bookmodel,1357,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass
book.bookmodel,1358,This Side of Paradise (Paradise  #1),Steven L. Layne
book.bookmodel,1359,Trimalchio,F. Scott Fitzgerald/James L.W. West III
book.bookmodel,1360,Souvenir of Canada 2,Douglas Coupland
book.bookmodel,1361,Souvenir of Canada,Douglas Coupland
book.bookmodel,1362,The Illustrated Art of War,Sun Tzu/Samuel B. Griffith
book.bookmodel,1363,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones
book.bookmodel,1364,Master Index: An Illustrated Guide,Time-Life Books
book.bookmodel,1365,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas
book.bookmodel,1366,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor
book.bookmodel,1367,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas
book.bookmodel,1368,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix
book.bookmodel,1369,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw
book.bookmodel,1370,Cannery Row,John Steinbeck
book.bookmodel,1371,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott
book.bookmodel,1372,Tortilla Flat,John Steinbeck
book.bookmodel,1373,The Log from the Sea of Cortez,John Steinbeck/Richard Astro
book.bookmodel,1374,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes
book.bookmodel,1375,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong
book.bookmodel,1376,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas
book.bookmodel,1377,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes
book.bookmodel,1378,1421: The Year China Discovered America,Gavin Menzies
book.bookmodel,1379,Dr. Desirable,Kristi Gold
book.bookmodel,1380,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick
book.bookmodel,1381,Before the Mayflower: A History of Black America,Lerone Bennett Jr.
book.bookmodel,1382,Before The Mayflower A History of Black America,Lerone Bennett Jr.
book.bookmodel,1383,Shalimar the Clown,Salman Rushdie
book.bookmodel,1384,Midnight's Children,Salman Rushdie
book.bookmodel,1385,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck
book.bookmodel,1386,Fury,Salman Rushdie
book.bookmodel,1387,Code Complete,Steve McConnell
book.bookmodel,1388,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie
book.bookmodel,1389,How to Stop Worrying and Start Living,Dale Carnegie
book.bookmodel,1390,How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie
book.bookmodel,1391,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom
book.bookmodel,1392,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward
book.bookmodel,1393,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller
book.bookmodel,1394,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard
book.bookmodel,1395,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne
book.bookmodel,1396,Heart of Darkness,Joseph Conrad
book.bookmodel,1397,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts
book.bookmodel,1398,Heart of Darkness,Joseph Conrad
book.bookmodel,1399,Teacher Man (Frank McCourt  #3),Frank McCourt
book.bookmodel,1400,Angela's Ashes,Frank McCourt
book.bookmodel,1401,Three Men in a Boat (Three Men  #1),Jerome K. Jerome
book.bookmodel,1402,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome
book.bookmodel,1403,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome
book.bookmodel,1404,Three Men in a Boat,Jerome K. Jerome
book.bookmodel,1405,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis
book.bookmodel,1406,Kafka on the Shore,Haruki Murakami/Philip Gabriel
book.bookmodel,1407,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley
book.bookmodel,1408,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1409,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff
book.bookmodel,1410,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1411,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.
book.bookmodel,1412,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus
book.bookmodel,1413,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey
book.bookmodel,1414,Hungry Planet,Peter Menzel/Faith D'Aluisio
book.bookmodel,1415,The Very Hungry Caterpillar,Eric Carle
book.bookmodel,1416,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood
book.bookmodel,1417,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain
book.bookmodel,1418,The Hungry Tide,Amitav Ghosh
book.bookmodel,1419,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth
book.bookmodel,1420,What Is the What,Dave Eggers
book.bookmodel,1421,A Heartbreaking Work of Staggering Genius,Dave Eggers
book.bookmodel,1422,You Shall Know Our Velocity!,Dave Eggers
book.bookmodel,1423,How We Are Hungry,Dave Eggers
book.bookmodel,1424,How We Are Hungry: Stories,Dave Eggers
book.bookmodel,1425,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore
book.bookmodel,1426,Love You Until--,Lisa McCourt/Cyd Moore
book.bookmodel,1427,Year of Wonders,Geraldine Brooks
book.bookmodel,1428,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics
book.bookmodel,1429,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson
book.bookmodel,1430,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon
book.bookmodel,1431,Slaughterhouse-Five,Kurt Vonnegut Jr.
book.bookmodel,1432,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris
book.bookmodel,1433,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.
book.bookmodel,1434,Jailbird,Kurt Vonnegut Jr.
book.bookmodel,1435,Fates Worse Than Death,Kurt Vonnegut Jr.
book.bookmodel,1436,The Red Tent,Anita Diamant
book.bookmodel,1437,Inside the Red Tent,Sandra Hack Polaski
book.bookmodel,1438,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding
book.bookmodel,1439,La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek
book.bookmodel,1440,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark
book.bookmodel,1441,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe
book.bookmodel,1442,Berlin: The Downfall  1945,Antony Beevor
book.bookmodel,1443,El azul de la virgen,Tracy Chevalier
book.bookmodel,1444,Saturday,Ian McEwan
book.bookmodel,1445,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier
book.bookmodel,1446,A Dangerous Fortune,Ken Follett
book.bookmodel,1447,The Man From St. Petersburg,Ken Follett
book.bookmodel,1448,Night Over Water,Ken Follett
book.bookmodel,1449,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell
book.bookmodel,1450,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell
book.bookmodel,1451,Jackdaws,Ken Follett
book.bookmodel,1452,Whiteout,Ken Follett/David Tennant
book.bookmodel,1453,Jackdaws,Ken Follett
book.bookmodel,1454,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro
book.bookmodel,1455,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro
book.bookmodel,1456,Gunnm Last Order  Tome 01,Yukito Kishiro
book.bookmodel,1457,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger
book.bookmodel,1458,My Life in France,Julia Child/Alex Prud'Homme
book.bookmodel,1459,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson
book.bookmodel,1460,The Drawing of the Three (The Dark Tower  #2),Stephen King
book.bookmodel,1461,The Handmaid's Tale,Margaret Atwood/Valerie Martin
book.bookmodel,1462,The Handmaid's Tale,Margaret Atwood
book.bookmodel,1463,The Catcher in the Rye,J.D. Salinger
book.bookmodel,1464,The Catcher in the Rye - Barron's Book Notes,Barron's
book.bookmodel,1465,Franny and Zooey,J.D. Salinger
book.bookmodel,1466,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger
book.bookmodel,1467,The Doors of Perception & Heaven and Hell,Aldous Huxley
book.bookmodel,1468,Brave New World,Aldous Huxley
book.bookmodel,1469,Island,Aldous Huxley
book.bookmodel,1470,The Perennial Philosophy,Aldous Huxley
book.bookmodel,1471,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman
book.bookmodel,1472,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer
book.bookmodel,1473,Point Counter Point,Aldous Huxley
book.bookmodel,1474,After Many a Summer Dies the Swan,Aldous Huxley
book.bookmodel,1475,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley
book.bookmodel,1476,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger
book.bookmodel,1477,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney
book.bookmodel,1478,A Separate Peace,John Knowles/David Levithan
book.bookmodel,1479,Black and Blue,Anna Quindlen
book.bookmodel,1480,A Virtuous Woman,Kaye Gibbons
book.bookmodel,1481,Here on Earth,Alice Hoffman
book.bookmodel,1482,The Heart of a Woman,Maya Angelou
book.bookmodel,1483,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard
book.bookmodel,1484,Cane River,Lalita Tademy
book.bookmodel,1485,Where the Heart Is,Billie Letts
book.bookmodel,1486,Oprah Winfrey,Katherine E. Krohn
book.bookmodel,1487,Drowning Ruth,Christina Schwarz
book.bookmodel,1488,Fall on Your Knees,Ann-Marie MacDonald
book.bookmodel,1489,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage
book.bookmodel,1490,While I Was Gone,Sue Miller
book.bookmodel,1491,Mother of Pearl,Melinda Haynes
book.bookmodel,1492,Breath  Eyes  Memory,Edwidge Danticat
book.bookmodel,1493,The Book of Ruth,Jane Hamilton
book.bookmodel,1494,Open House,Elizabeth Berg
book.bookmodel,1495,The Pilot's Wife,Anita Shreve
book.bookmodel,1496,Tara Road,Maeve Binchy
book.bookmodel,1497,A Lesson Before Dying,Ernest J. Gaines
book.bookmodel,1498,Paradise,Toni Morrison
book.bookmodel,1499,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood
book.bookmodel,1500,She's Come Undone,Wally Lamb
book.bookmodel,1501,We Were the Mulvaneys,Joyce Carol Oates
book.bookmodel,1502,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt
book.bookmodel,1503,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden
book.bookmodel,1504,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood
book.bookmodel,1505,The Good Earth (House of Earth  #1),Pearl S. Buck
book.bookmodel,1506,A Fine Balance,Rohinton Mistry
book.bookmodel,1507,The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood
book.bookmodel,1508,White Oleander,Janet Fitch
book.bookmodel,1509,Cry  the Beloved Country,Alan Paton
book.bookmodel,1510,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa
book.bookmodel,1511,Song of Solomon,Toni Morrison
book.bookmodel,1512,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa
book.bookmodel,1513,The Bluest Eye,Toni Morrison
book.bookmodel,1514,The Poisonwood Bible,Barbara Kingsolver
book.bookmodel,1515,Vergeef me,Wally Lamb/Inge de Heer
book.bookmodel,1516,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor
book.bookmodel,1517,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza
book.bookmodel,1518,Ethan Frome and Summer,Edith Wharton/Elizabeth Strout
book.bookmodel,1519,Collected Stories  1891-1910,Edith Wharton/Maureen Howard
book.bookmodel,1520,A Backward Glance,Edith Wharton/Louis Auchincloss
book.bookmodel,1521,The Best Short Stories of Edith Wharton,Edith Wharton
book.bookmodel,1522,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland
book.bookmodel,1523,Oscar Wilde,Richard Ellmann
book.bookmodel,1524,An Ideal Husband,Oscar Wilde
book.bookmodel,1525,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides
book.bookmodel,1526,De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson
book.bookmodel,1527,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias
book.bookmodel,1528,Travels with Charley: In Search of America,John Steinbeck
book.bookmodel,1529,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott
book.bookmodel,1530,The Pearl,John Steinbeck
book.bookmodel,1531,The Life and Times of Scrooge McDuck,Don Rosa
book.bookmodel,1532,The Life and Times of Scrooge McDuck Companion,Don Rosa
book.bookmodel,1533,The Last Christmas of Ebenezer Scrooge,Marvin Kaye
book.bookmodel,1534,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli
book.bookmodel,1535,A Christmas Story,Jean Shepherd
book.bookmodel,1536,My First Story of Christmas,Tim Dowley/Roger Langton
book.bookmodel,1537,The Christmas Story,Jane Werner Watson/Eloise Wilkin
book.bookmodel,1538,A Christmas Carol,Charles Dickens/P.J. Lynch
book.bookmodel,1539,A Christmas Carol,Charles Dickens
book.bookmodel,1540,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech
book.bookmodel,1541,Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham
book.bookmodel,1542,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates
book.bookmodel,1543,A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater
book.bookmodel,1544,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens
book.bookmodel,1545,Hard Times,Charles Dickens
book.bookmodel,1546,The Innocent Man: Murder and Injustice in a Small Town,John Grisham
book.bookmodel,1547,The Last Juror,John Grisham
book.bookmodel,1548,The Testament,John Grisham/Jorma-Veikko Sappinen
book.bookmodel,1549,The Rainmaker,John Grisham
book.bookmodel,1550,The Partner,John Grisham
book.bookmodel,1551,The Street Lawyer,John Grisham
book.bookmodel,1552,The Summons,John Grisham
book.bookmodel,1553,The Brethren,John Grisham
book.bookmodel,1554,The King of Torts,John Grisham
book.bookmodel,1555,Skipping Christmas,John Grisham
book.bookmodel,1556,The Firm,Robin Waterfield/John Grisham
book.bookmodel,1557,The Client,John Grisham
book.bookmodel,1558,A Painted House,John Grisham
book.bookmodel,1559,The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller
book.bookmodel,1560,Dragonfly in Amber (Outlander  #2),Diana Gabaldon
book.bookmodel,1561,Forever Amber,Kathleen Winsor
book.bookmodel,1562,Amber Brown Is Green With Envy,Paula Danziger/Tony Ross
book.bookmodel,1563,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross
book.bookmodel,1564,Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis
book.bookmodel,1565,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron
book.bookmodel,1566,The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel
book.bookmodel,1567,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant
book.bookmodel,1568,Dragon's Eye (Stonefort  #1),James A. Hetley
book.bookmodel,1569,Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly
book.bookmodel,1570,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp
book.bookmodel,1571,Here I Stand: A Life of Martin Luther,Roland H. Bainton
book.bookmodel,1572,The Stand: Das letzte Gefecht,Stephen King/Joachim Körber
book.bookmodel,1573,'Salem's Lot,Stephen King/Jerry N. Uelsmann
book.bookmodel,1574,'Salem's Lot,Stephen King/Ron McLarty
book.bookmodel,1575,'Salem's Lot,Stephen King
book.bookmodel,1576,Carrie / 'Salem's Lot / The Shining,Stephen King
book.bookmodel,1577,'Salem's Lot,Stephen King
book.bookmodel,1578,'Salem's Lot,Stephen King
book.bookmodel,1579,Orientalism,Edward W. Said
book.bookmodel,1580,Interpreter of Maladies,Jhumpa Lahiri
book.bookmodel,1581,The Faiths of the Founding Fathers,David L. Holmes
book.bookmodel,1582,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares
book.bookmodel,1583,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares
book.bookmodel,1584,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus
book.bookmodel,1585,Nineteen Eighty-Four,George Orwell/Thomas Pynchon
book.bookmodel,1586,Animal Farm / 1984,George Orwell/Christopher Hitchens
book.bookmodel,1587,1984,George Orwell/Erich Fromm
book.bookmodel,1588,Nineteen Eighty-Four,George Orwell
book.bookmodel,1589,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens
book.bookmodel,1590,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens
book.bookmodel,1591,Brave New World Revisited,Aldous Huxley
book.bookmodel,1592,Brave New World,Aldous Huxley
book.bookmodel,1593,Andrew Carnegie,David Nasaw
book.bookmodel,1594,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz
book.bookmodel,1595,Children of the Alley,Naguib Mahfouz/Peter Theroux
book.bookmodel,1596,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo
book.bookmodel,1597,Adrift on the Nile,Naguib Mahfouz/Frances Liardet
book.bookmodel,1598,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick
book.bookmodel,1599,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz
book.bookmodel,1600,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz
book.bookmodel,1601,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters
book.bookmodel,1602,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold
book.bookmodel,1603,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman
book.bookmodel,1604,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry
book.bookmodel,1605,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James
book.bookmodel,1606,Dear John,Nicholas Sparks
book.bookmodel,1607,All the King's Men,Robert Penn Warren
book.bookmodel,1608,Cliffs notes on Warren's All the King's Men,L. David Allen
book.bookmodel,1609,All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw
book.bookmodel,1610,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier
book.bookmodel,1611,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman
book.bookmodel,1612,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands
book.bookmodel,1613,What Do You Care What Other People Think?,Richard P. Feynman
book.bookmodel,1614,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman
book.bookmodel,1615,QED: The Strange Theory of Light and Matter,Richard P. Feynman
book.bookmodel,1616,Kiffe Kiffe Demain (French Edition),Faïza Guène
book.bookmodel,1617,iWoz,Steve Wozniak/Gina Smith
book.bookmodel,1618,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart
book.bookmodel,1619,Cradle and All,James Patterson
book.bookmodel,1620,The Creation of the American Republic  1776-1787,Gordon S. Wood
book.bookmodel,1621,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren
book.bookmodel,1622,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams
book.bookmodel,1623,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams
book.bookmodel,1624,Ethics and the Limits of Philosophy,Bernard Williams
book.bookmodel,1625,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp
book.bookmodel,1626,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair
book.bookmodel,1627,The Elephant War,Gillian Avery
book.bookmodel,1628,The Wind in the Willows,Kenneth Grahame/Gillian Avery
book.bookmodel,1629,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick
book.bookmodel,1630,Holiday Romance and Other Writings for Children,Charles Dickens
book.bookmodel,1631,Ideas Have Consequences,Richard M. Weaver
book.bookmodel,1632,The Ethics of Rhetoric,Richard M. Weaver
book.bookmodel,1633,Manliness,Harvey Mansfield
book.bookmodel,1634,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1635,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1636,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1637,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear
book.bookmodel,1638,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1639,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1640,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1641,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky
book.bookmodel,1642,If I Die in a Combat Zone,Tim O'Brien
book.bookmodel,1643,If I Die In A Combat Zone,Tim O'Brien
book.bookmodel,1644,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes
book.bookmodel,1645,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts
book.bookmodel,1646,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts
book.bookmodel,1647,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva
book.bookmodel,1648,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody
book.bookmodel,1649,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson
book.bookmodel,1650,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler
book.bookmodel,1651,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker
book.bookmodel,1652,The Language Instinct: How the Mind Creates Language,Steven Pinker
book.bookmodel,1653,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler
book.bookmodel,1654,Fight Club,Chuck Palahniuk
book.bookmodel,1655,BSD Hacks,Lavigne
book.bookmodel,1656,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels
book.bookmodel,1657,Choke,Stuart Woods
book.bookmodel,1658,Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell
book.bookmodel,1659,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley
book.bookmodel,1660,El Aleph,Jorge Luis Borges
book.bookmodel,1661,Vanity Fair,William Makepeace Thackeray/John Carey
book.bookmodel,1662,Vanity Fair,William Makepeace Thackeray/Nicholas Dames
book.bookmodel,1663,Vanity Fair,William Makepeace Thackeray
book.bookmodel,1664,V for Vendetta,Alan Moore/David   Lloyd
book.bookmodel,1665,V.,Thomas Pynchon/Carlos Martín Ramírez
book.bookmodel,1666,Girl in the Shadows (Shadows  #2),V.C. Andrews
book.bookmodel,1667,V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore
book.bookmodel,1668,Heaven (Casteel  #1),V.C. Andrews
book.bookmodel,1669,Slow Learner: Early Stories,Thomas Pynchon
book.bookmodel,1670,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger
