model,id,title,authors
book.bookmodel,4344,Billy Budd  Sailor and Other Uncompleted Writings,Herman Melville
book.bookmodel,4345,Billy Budd  Sailor,Herman Melville/Harrison Hayford/Merton M. Sealts Jr.
book.bookmodel,4346,Billy Budd  Sailor,Herman Melville
book.bookmodel,4347,The Outsider,Richard Wright
book.bookmodel,4348,Native Son,Richard Wright
book.bookmodel,4349,Later Works: Black Boy (American Hunger) / The Outsider,Richard Wright/Arnold Rampersad
book.bookmodel,4350,Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair
book.bookmodel,4351,Cyrano de Bergerac,Edmond Rostand/Anthony Burgess
book.bookmodel,4352,The Inferno of Dante: A New Verse Translation (Bilingual Edition),Dante Alighieri/Robert Pinsky/Michael Mazur
book.bookmodel,4353,Batman: Inferno,Alexander C. Irvine
book.bookmodel,4354,Inferno (La Divina Commedia #1),Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner
book.bookmodel,4355,Dante's Inferno,Dante Alighieri/Mark Musa
book.bookmodel,4356,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule
book.bookmodel,4357,The Kindness of Strangers,Katrina Kittle
book.bookmodel,4358,Stranger in the Forest: On Foot Across Borneo,Eric Hansen
book.bookmodel,4359,Strangers In Paradise  Pocket Book 5,Terry Moore
book.bookmodel,4360,The Strangers in the House,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson
book.bookmodel,4361,Wayside School Gets A Little Stranger (Wayside School  #3),Louis Sachar
book.bookmodel,4362,Strangers,Dean Koontz
book.bookmodel,4363,Strangers on a Train,Patricia Highsmith
book.bookmodel,4364,Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt
book.bookmodel,4365,Exile and the Kingdom,Albert Camus/Carol Cosman/Orhan Pamuk
book.bookmodel,4366,A Happy Death,Albert Camus/Richard Howard/Jean Sarocchi
book.bookmodel,4367,Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody
book.bookmodel,4368,L'Étranger,Albert Camus
book.bookmodel,4369,Outsider,Albert Camus
book.bookmodel,4370,Caligula and Three Other Plays,Albert Camus
book.bookmodel,4371,The Possessed,Albert Camus/Justin O'Brien
book.bookmodel,4372,Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones
book.bookmodel,4373,Introducing Camus,David Zane Mairowitz/Alain Korkos
book.bookmodel,4374,Notebooks  1935-1951,Albert Camus/Philip Thody/Justin O'Brien
book.bookmodel,4375,Existential Meditation,Simon Cleveland
book.bookmodel,4376,The Plague,Albert Camus/Robin Buss
book.bookmodel,4377,Le mythe de Sisyphe,Albert Camus
book.bookmodel,4378,Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein
book.bookmodel,4379,Galapagos: A Natural History,Michael H. Jackson
book.bookmodel,4380,Ecuador & the Galapagos Islands,Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet
book.bookmodel,4381,Galápagos,Kurt Vonnegut Jr.
book.bookmodel,4382,Breakfast of Champions,Robert Egan/Kurt Vonnegut Jr.
book.bookmodel,4383,Seabiscuit: The Saga of a Great Champion,B.K. Beckwith/Howard Brodie/Grantland Rice
book.bookmodel,4384,One Door Away from Heaven,Dean Koontz
book.bookmodel,4385,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz
book.bookmodel,4386,The Amateur Marriage,Anne Tyler
book.bookmodel,4387,El matrimonio amateur,Anne Tyler/Gemma Rovira
book.bookmodel,4388,Angel Christmas,Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh
book.bookmodel,4389,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar/Adam McCauley
book.bookmodel,4390,Sideways,Rex Pickett
book.bookmodel,4391,Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar
book.bookmodel,4392,The Sideways Guide to Wine and Life,Alexander Payne/Jim     Taylor
book.bookmodel,4393,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar
book.bookmodel,4394,Sideways: The Shooting Script,Alexander Payne/Jim     Taylor
book.bookmodel,4395,White Man's Grave,Richard Dooling
book.bookmodel,4396,Charms for the Easy Life,Kaye Gibbons
book.bookmodel,4397,The Lovely Bones,Alice Sebold
book.bookmodel,4398,Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci
book.bookmodel,4399,House of Sand and Fog,Andre Dubus III/Fontaine Dollas Dubus
book.bookmodel,4400,While I Was Gone,Sue Miller
book.bookmodel,4401,My War Gone by  I Miss It So,Anthony Loyd
book.bookmodel,4402,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg
book.bookmodel,4403,Bird Songs: Of North America,Les Beletsky/Jon L. Dunn
book.bookmodel,4404,National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer
book.bookmodel,4405,Fugitive Pieces,Anne Michaels
book.bookmodel,4406,Theories of Relativity,Barbara Haworth-Attard
book.bookmodel,4407,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson
book.bookmodel,4408,Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy
book.bookmodel,4409,Mirror Mirror,Gregory Maguire
book.bookmodel,4410,Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell
book.bookmodel,4411,Estado De Miedo,Michael Crichton
book.bookmodel,4412,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence
book.bookmodel,4413,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega
book.bookmodel,4414,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling
book.bookmodel,4415,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir
book.bookmodel,4416,Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham
book.bookmodel,4417,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré
book.bookmodel,4418,Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham
book.bookmodel,4419,La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood
book.bookmodel,4420,An Instance of the Fingerpost,Iain Pears
book.bookmodel,4421,An Instance of the Fingerpost,Iain Pears
book.bookmodel,4422,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith
book.bookmodel,4423,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith
book.bookmodel,4424,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith
book.bookmodel,4425,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith
book.bookmodel,4426,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith
book.bookmodel,4427,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma
book.bookmodel,4428,True Believers (Gregor Demarkian  #17),Jane Haddam
book.bookmodel,4429,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks
book.bookmodel,4430,The Guardian,Nicholas Sparks
book.bookmodel,4431,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks
book.bookmodel,4432,The Notebook (The Notebook  #1),Nicholas Sparks
book.bookmodel,4433,À tout jamais,Nicholas Sparks
book.bookmodel,4434,Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff
book.bookmodel,4435,Noches de tormenta,Nicholas Sparks/Isabel Margelí
book.bookmodel,4436,True Believer,Nicholas Sparks
book.bookmodel,4437,The Patron Saint of Liars,Ann Patchett
book.bookmodel,4438,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates
book.bookmodel,4439,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates
book.bookmodel,4440,The Falls,Joyce Carol Oates
book.bookmodel,4441,The Assignation: Stories,Joyce Carol Oates
book.bookmodel,4442,The Gravedigger's Daughter,Joyce Carol Oates
book.bookmodel,4443,Middle Age: A Romance,Joyce Carol Oates
book.bookmodel,4444,Black Water,Joyce Carol Oates
book.bookmodel,4445,Blonde,Joyce Carol Oates/Claude Seban
book.bookmodel,4446,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates
book.bookmodel,4447,A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter
book.bookmodel,4448,Paradise Lost,John Milton/John      Leonard
book.bookmodel,4449,Paradise Lost,John Milton/Philip Pullman
book.bookmodel,4450,Paradise Lost,John Milton/Gordon Teskey
book.bookmodel,4451,Paradise (Second Opportunities  #1),Judith McNaught
book.bookmodel,4452,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford
book.bookmodel,4453,Milton's Paradise Lost,John Milton/Gustave Doré
book.bookmodel,4454,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel
book.bookmodel,4455,Mary Queen of Scotland and The Isles,Margaret George
book.bookmodel,4456,When the Elephants Dance,Tess Uriza Holthe
book.bookmodel,4457,A Thread of Grace,Mary Doria Russell
book.bookmodel,4458,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart
book.bookmodel,4459,The Dive From Clausen's Pier,Ann Packer
book.bookmodel,4460,The Dive from Clausen's Pier,Ann Packer
book.bookmodel,4461,A Dubious Codicil,Michael Wharton
book.bookmodel,4462,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad
book.bookmodel,4463,Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert
book.bookmodel,4464,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby
book.bookmodel,4465,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz
book.bookmodel,4466,Fuselfieber,David Sedaris/Harry Rowohlt
book.bookmodel,4467,Mi vida en rose,David Sedaris
book.bookmodel,4468,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell
book.bookmodel,4469,Anthony Powell: A Life,Michael   Barber
book.bookmodel,4470,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell
book.bookmodel,4471,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell
book.bookmodel,4472,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell
book.bookmodel,4473,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow
book.bookmodel,4474,Alexander Hamilton,Ron Chernow
book.bookmodel,4475,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow
book.bookmodel,4476,Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm
book.bookmodel,4477,Empire of the Senseless,Kathy Acker
book.bookmodel,4478,Great Expectations,Kathy Acker
book.bookmodel,4479,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach
book.bookmodel,4480,Queen of the Scene,Queen Latifah/Frank Morrison
book.bookmodel,4481,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley
book.bookmodel,4482,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne
book.bookmodel,4483,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock
book.bookmodel,4484,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman
book.bookmodel,4485,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory
book.bookmodel,4486,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory
book.bookmodel,4487,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory
book.bookmodel,4488,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory
book.bookmodel,4489,Virgin Earth  (Tradescant  #2),Philippa Gregory
book.bookmodel,4490,The Wise Woman,Philippa Gregory
book.bookmodel,4491,Meridon (The Wideacre Trilogy  #3),Philippa Gregory
book.bookmodel,4492,The Little House,Philippa Gregory
book.bookmodel,4493,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory
book.bookmodel,4494,Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia
book.bookmodel,4495,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn
book.bookmodel,4496,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn
book.bookmodel,4497,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid
book.bookmodel,4498,Ella Minnow Pea: A Novel in Letters,Mark Dunn
book.bookmodel,4499,Daisy Miller and Other Stories,Henry James/Jean Gooder
book.bookmodel,4500,The Turn of the Screw/Daisy Miller,Henry James
book.bookmodel,4501,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston
book.bookmodel,4502,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston
book.bookmodel,4503,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry
book.bookmodel,4504,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson
book.bookmodel,4505,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury
book.bookmodel,4506,Hear the Wind Blow,Mary Downing Hahn
book.bookmodel,4507,Case Histories (Jackson Brodie #1),Kate Atkinson
book.bookmodel,4508,Three Case Histories,Sigmund Freud/Philip Rieff
book.bookmodel,4509,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin
book.bookmodel,4510,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin
book.bookmodel,4511,The Intuitionist,Colson Whitehead
book.bookmodel,4512,John Henry Days,Colson Whitehead
book.bookmodel,4513,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum
book.bookmodel,4514,The Custard Kid (Black Cats),Terry Deary
book.bookmodel,4515,The Magus,John Fowles
book.bookmodel,4516,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton
book.bookmodel,4517,The Myth of the Magus (Canto Original),Elizabeth M. Butler
book.bookmodel,4518,Cards on the Table (Hercule Poirot  #15),Agatha Christie
book.bookmodel,4519,A Murder Is Announced (Miss Marple  #5),Agatha Christie
book.bookmodel,4520,And Then There Were None,Agatha Christie
book.bookmodel,4521,Sleeping Murder (Miss Marple  #13),Agatha Christie
book.bookmodel,4522,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick
book.bookmodel,4523,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie
book.bookmodel,4524,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie
book.bookmodel,4525,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie
book.bookmodel,4526,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser
book.bookmodel,4527,A Caribbean Mystery,Agatha Christie/Rosalind Ayres
book.bookmodel,4528,Crooked House,Agatha Christie
book.bookmodel,4529,The Body in the Library (Miss Marple  #3),Agatha Christie
book.bookmodel,4530,Witness for the Prosecution and Selected Plays,Agatha Christie
book.bookmodel,4531,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie
book.bookmodel,4532,Partners in Crime (Tommy and Tuppence #2),Agatha Christie
book.bookmodel,4533,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie
book.bookmodel,4534,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet
book.bookmodel,4535,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet
book.bookmodel,4536,Murder at the Vicarage (Miss Marple  #1),Agatha Christie
book.bookmodel,4537,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser
book.bookmodel,4538,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie
book.bookmodel,4539,The Unexpected Guest: A Play In Two Acts,Agatha Christie
book.bookmodel,4540,After the Funeral,Agatha Christie
book.bookmodel,4541,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie
book.bookmodel,4542,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie
book.bookmodel,4543,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie
book.bookmodel,4544,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie
book.bookmodel,4545,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie
book.bookmodel,4546,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler
book.bookmodel,4547,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie
book.bookmodel,4548,Death on the Nile (Hercule Poirot  #17),Agatha Christie
book.bookmodel,4549,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie
book.bookmodel,4550,The Most of P.G. Wodehouse,P.G. Wodehouse
book.bookmodel,4551,Full Moon (Blandings Castle  #7),P.G. Wodehouse
book.bookmodel,4552,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse
book.bookmodel,4553,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse
book.bookmodel,4554,Spring Fever,P.G. Wodehouse
book.bookmodel,4555,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse
book.bookmodel,4556,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse
book.bookmodel,4557,The Mating Season (Jeeves  #9),P.G. Wodehouse
book.bookmodel,4558,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse
book.bookmodel,4559,Big Money,P.G. Wodehouse
book.bookmodel,4560,Much Obliged  Jeeves,P.G. Wodehouse
book.bookmodel,4561,The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse
book.bookmodel,4562,Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil
book.bookmodel,4563,Money in the Bank,P.G. Wodehouse
book.bookmodel,4564,The Luck of the Bodkins,P.G. Wodehouse
book.bookmodel,4565,Joy in the Morning,P.G. Wodehouse/Chris Miller
book.bookmodel,4566,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser
book.bookmodel,4567,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie
book.bookmodel,4568,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie
book.bookmodel,4569,The Husband,Dean Koontz
book.bookmodel,4570,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman
book.bookmodel,4571,Sole Survivor,Dean Koontz
book.bookmodel,4572,Forever Odd (Odd Thomas  #2),Dean Koontz
book.bookmodel,4573,Life Expectancy,Dean Koontz
book.bookmodel,4574,The Raphael Affair (Jonathan Argyll  #1),Iain Pears
book.bookmodel,4575,The Dream of Scipio,Iain Pears
book.bookmodel,4576,Welcome to the Great Mysterious,Lorna Landvik
book.bookmodel,4577,Oh My Stars,Lorna Landvik
book.bookmodel,4578,Your Oasis on Flame Lake,Lorna Landvik
book.bookmodel,4579,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti
book.bookmodel,4580,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik
book.bookmodel,4581,Anne's House Of Dreams,L.M. Montgomery
book.bookmodel,4582,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie
book.bookmodel,4583,The Phantom Tollbooth,Norton Juster/Jules Feiffer
book.bookmodel,4584,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen
book.bookmodel,4585,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen
book.bookmodel,4586,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen
book.bookmodel,4587,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen
book.bookmodel,4588,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen
book.bookmodel,4589,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen
book.bookmodel,4590,Berserker: Blue Death (Berserker  #8),Fred Saberhagen
book.bookmodel,4591,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden
book.bookmodel,4592,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende
book.bookmodel,4593,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona
book.bookmodel,4594,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden
book.bookmodel,4595,Strange Relations,Philip José Farmer
book.bookmodel,4596,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould
book.bookmodel,4597,Dayworld (Dayworld #1),Philip José Farmer
book.bookmodel,4598,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer
book.bookmodel,4599,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien
book.bookmodel,4600,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley
book.bookmodel,4601,Mr. Majeika and the School Trip,Humphrey Carpenter
book.bookmodel,4602,The Infinite Plan,Isabel Allende
book.bookmodel,4603,Ines of My Soul,Isabel Allende/Margaret Sayers Peden
book.bookmodel,4604,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger
book.bookmodel,4605,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley
book.bookmodel,4606,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme
book.bookmodel,4607,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu
book.bookmodel,4608,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin
book.bookmodel,4609,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle
book.bookmodel,4610,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle
book.bookmodel,4611,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch
book.bookmodel,4612,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano
book.bookmodel,4613,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano
book.bookmodel,4614,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano
book.bookmodel,4615,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano
book.bookmodel,4616,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano
book.bookmodel,4617,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano
book.bookmodel,4618,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods
book.bookmodel,4619,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan
book.bookmodel,4620,Leviathan,Thomas Hobbes/Edwin M. Curley
book.bookmodel,4621,The Book of Leviathan,Peter Blegvad
book.bookmodel,4622,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan
book.bookmodel,4623,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop
book.bookmodel,4624,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson
book.bookmodel,4625,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski
book.bookmodel,4626,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski
book.bookmodel,4627,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna
book.bookmodel,4628,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements
book.bookmodel,4629,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan
book.bookmodel,4630,The Dream Master,Roger Zelazny
book.bookmodel,4631,The Queen's Necklace,Teresa Edgerton
book.bookmodel,4632,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton
book.bookmodel,4633,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton
book.bookmodel,4634,The Castle of  the Silver Wheel,Teresa Edgerton
book.bookmodel,4635,China and Japan (Myths and Legends),Donald A. Mackenzie
book.bookmodel,4636,A Madman Dreams of Turing Machines,Janna Levin
book.bookmodel,4637,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney
book.bookmodel,4638,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman
book.bookmodel,4639,Heart of Darkness,Joseph Conrad
book.bookmodel,4640,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein
book.bookmodel,4641,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein
book.bookmodel,4642,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein
book.bookmodel,4643,The Fantasies of Robert A. Heinlein,Robert A. Heinlein
book.bookmodel,4644,Citizen of the Galaxy,Robert A. Heinlein
book.bookmodel,4645,The Moon is a Harsh Mistress,Robert A. Heinlein
book.bookmodel,4646,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull
book.bookmodel,4647,The Mysteries of Pittsburgh,Michael Chabon
book.bookmodel,4648,Summerland,Michael Chabon
book.bookmodel,4649,The Yiddish Policemen's Union,Michael Chabon
book.bookmodel,4650,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy
book.bookmodel,4651,The Disappointment Artist,Jonathan Lethem
book.bookmodel,4652,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem
book.bookmodel,4653,You Don't Love Me Yet,Jonathan Lethem
book.bookmodel,4654,Gun  With Occasional Music,Jonathan Lethem
book.bookmodel,4655,As She Climbed Across the Table,Jonathan Lethem
book.bookmodel,4656,Living With the Passive-Aggressive Man,Scott Wetzler
book.bookmodel,4657,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald
book.bookmodel,4658,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel
book.bookmodel,4659,Beach Music,Pat Conroy
book.bookmodel,4660,Der Gesang Des Meeres. Beach Music,Pat Conroy
book.bookmodel,4661,The Prince of Tides,Pat Conroy
book.bookmodel,4662,Blessings,Belva Plain
book.bookmodel,4663,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner
